iter	RMSE
774	0.2062683711
775	0.2062035091
776	0.2061657621
777	0.2061570473
778	0.2060687661
779	0.2059976702
780	0.2058594103
781	0.2058327141
782	0.2058287039
783	0.2057342117
784	0.2056849171
785	0.2055847434
786	0.2054877451
787	0.2053962558
788	0.2053752529
789	0.205282896
790	0.2052659221
791	0.2051300602
792	0.2050487174
793	0.2049153492
794	0.204784602
795	0.2046980826
796	0.2046488122
797	0.2045591507
798	0.2044972682
799	0.2044842457
800	0.2044458954
801	0.2043625214
802	0.2042837392
803	0.2041856987
804	0.2040935854
805	0.2040849105
806	0.2040573863
807	0.2040456375
808	0.2039548461
809	0.2039096117
810	0.2038200911
811	0.2038032914
812	0.2037053063
813	0.2036968397
814	0.2036061174
815	0.2035167759
816	0.2034224681
817	0.2033273663
818	0.2032624065
819	0.2031739654
820	0.2030934135
821	0.2030023333
822	0.2028751081
823	0.2027971467
824	0.202780394
825	0.2027308869
826	0.2026949977
827	0.2026356938
828	0.2025325935
829	0.2024706611
830	0.2024446272
831	0.2023713672
832	0.2023112679
833	0.2022413847
834	0.2021809834
835	0.2021778981
836	0.2020899262
837	0.2020072014
838	0.2019976127
839	0.2018989414
840	0.2018652315
841	0.2017785901
842	0.201682577
843	0.2015972806
844	0.2015363231
845	0.2014788089
846	0.2014033915
847	0.2013615174
848	0.2013042084
849	0.2012882224
850	0.20120312
851	0.2011157948
852	0.2010992526
853	0.2010924688
854	0.2010763381
855	0.2010457057
856	0.2010335888
857	0.2010173802
858	0.2010014304
859	0.200909438
860	0.200884761
861	0.2007593117
862	0.2006710999
863	0.2006371155
864	0.2005850637
865	0.2004801076
866	0.200470766
867	0.2004637385
868	0.2004516786
869	0.2003678783
870	0.2002853443
871	0.2002128846
872	0.2000629098
873	0.2000472172
874	0.1999824135
875	0.199930303
876	0.1999146862
877	0.1999069148
878	0.1998908329
879	0.199888474
880	0.1998760463
881	0.1998606422
882	0.1997809728
883	0.1996917833
884	0.1996572013
885	0.1996121643
886	0.1995969271
887	0.1995112335
888	0.1994568349
889	0.1994465968
890	0.1994314082
891	0.199310141
892	0.1992847149
893	0.1991935446
894	0.1990902977
895	0.1990844488
896	0.1990695892
897	0.1990569539
898	0.1990321882
899	0.1990177149
900	0.1989168355
901	0.1989161708
902	0.1988365599
903	0.19875171
904	0.1986613717
905	0.1986471132
906	0.1986330837
907	0.1985451804
908	0.1984580216
909	0.1983697491
910	0.1982830388
911	0.1982045941
912	0.1981223256
913	0.1980408641
914	0.1980374638
915	0.1979177139
916	0.1978190151
917	0.1977670216
918	0.1977109802
919	0.1975933959
920	0.1975741534
921	0.1975579371
922	0.1975497072
923	0.1974810978
924	0.1974013588
925	0.1973876352
926	0.1972911358
927	0.1972105964
928	0.1971437245
929	0.1971291055
930	0.1970661927
931	0.1970574419
932	0.196970106
933	0.1969568112
934	0.1968410079
935	0.1968329582
936	0.1967468807
937	0.1967293764
938	0.1966465631
939	0.1965611833
940	0.1964777973
941	0.1964306454
942	0.196415453
943	0.1964010428
944	0.1963159822
945	0.1962502345
946	0.1962290051
947	0.1961841701
948	0.1961426493
949	0.1961377213
950	0.1961209248
951	0.1960369946
952	0.1959645302
953	0.1959293738
954	0.1958494862
955	0.195768029
956	0.1957602058
957	0.1957479173
958	0.1957233461
959	0.1956985635
960	0.1956209041
961	0.1956089833
962	0.1955763612
963	0.195562755
964	0.1955544128
965	0.1955430226
966	0.1955317448
967	0.1954610982
968	0.1954022181
969	0.1953831742
970	0.1953187358
971	0.1952477949
972	0.1952412128
973	0.1951833347
974	0.195087848
975	0.1950516708
976	0.1950387576
977	0.1950004652
978	0.1949988966
979	0.1949858347
980	0.1949049499
981	0.1948925543
982	0.1948094003
983	0.1947485387
984	0.1946669267
985	0.1946028566
986	0.1945398814
987	0.1944924696
988	0.1944456481
989	0.1943723768
990	0.1943396864
991	0.1943283162
992	0.1942601674
993	0.1942572858
994	0.1941431177
995	0.1941301332
996	0.1940674939
997	0.1940547595
998	0.1940429127
999	0.193973611
